i,j,map,prob_of_b_east_given_intended,prob_of_b_north_given_intended,prob_of_b_south_given_intended,prob_of_b_west_given_intended,prob_of_d_east_given_intended,prob_of_d_north_given_intended,prob_of_d_south_given_intended,prob_of_d_west_given_intended,prob_of_EDGE_east_given_intended,prob_of_EDGE_north_given_intended,prob_of_EDGE_south_given_intended,prob_of_EDGE_west_given_intended,prob_of_f_east_given_intended,prob_of_f_north_given_intended,prob_of_f_south_given_intended,prob_of_f_west_given_intended,prob_of_g_east_given_intended,prob_of_g_north_given_intended,prob_of_g_south_given_intended,prob_of_g_west_given_intended,prob_of_m_east_given_intended,prob_of_m_north_given_intended,prob_of_m_south_given_intended,prob_of_m_west_given_intended,prob_of_r_east_given_intended,prob_of_r_north_given_intended,prob_of_r_south_given_intended,prob_of_r_west_given_intended,prob_of_w_east_given_intended,prob_of_w_north_given_intended,prob_of_w_south_given_intended,prob_of_w_west_given_intended,intended
1,9,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,10,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,11,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,12,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
1,13,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
1,14,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,15,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,16,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,17,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,18,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,19,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,20,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,21,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,22,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
1,23,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,0,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,1,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,2,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,3,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,4,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,5,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,6,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,7,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,8,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,9,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,10,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,11,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,12,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
2,13,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
2,14,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,15,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,16,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,17,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,18,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,19,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,20,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,21,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,22,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
2,23,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,0,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,1,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,2,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,3,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,4,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,5,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,6,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,7,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,8,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,9,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,10,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,11,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
3,12,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
3,13,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
3,14,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
